ano,consorcio,servico,km_subsidiada,receita_total_esperada,receita_tarifaria_esperada,subsidio_esperado,subsidio_glosado,receita_total_aferida,receita_tarifaria_aferida,subsidio_pago,saldo
2022,Internorte,362,792918.2140000012,5605931.772979997,4186958.162820007,1418973.6101600004,0.0,6500545.68,5081572.0,1418973.680000001,894613.9070200004
2022,Internorte,378,761770.001000001,5385713.907069999,4026276.037970001,1359437.869099999,0.0,5900098.939999999,4540661.0,1359437.9399999985,514385.0329299999
2022,Internorte,384,272516.0789999999,1926688.6785300002,1466111.4099099997,460577.2686199999,0.0,2116627.3000000003,1656050.0,460577.3000000001,189938.62146999995
2022,Internorte,385,12294.259999999984,86920.4181999999,65752.76097999999,21167.65721999999,0.0,123438.71999999999,102271.0,21167.719999999987,36518.30180000005
2022,Internorte,386,393875.97000000067,2784703.1078999992,2083515.7259599995,701187.3819399998,0.0,2427737.39,1726550.0,701187.3899999998,-356965.71790000005
2022,Internorte,399,1057816.0550000004,7478759.508850002,5603763.673480002,1874995.83537,0.0,6925913.790000003,5050918.0,1874995.7900000005,-552845.7188500002
2022,Internorte,455,626210.9200000004,4427311.2044,3315921.200529998,1111390.0038699994,0.0,5046625.100000007,3935235.0,1111390.0999999994,619313.8956
2022,Internorte,457,1076499.7740000002,7610853.402179998,5700524.078609996,1910329.3235699993,0.0,9602687.280000005,7692358.0,1910329.2799999986,1991833.8778199987
2022,Internorte,483,1586260.3910000024,11214860.964369994,8413372.547869993,2801488.416500002,0.0,16622899.490000004,13821411.0,2801488.49,5408038.525630001
2022,Internorte,484,46650.14300000002,329816.5110100002,243232.56387,86583.94713999992,0.0,585890.0299999998,499306.0,86584.0300000001,256073.51898999975
2022,Internorte,485,133184.44800000003,941614.0473600003,721862.2237600003,219751.82360000006,0.0,860508.81,640757.0,219751.81000000003,-81105.23736000006
2022,Internorte,486,9390.787999999999,66392.87116,50708.68352,15684.187640000004,0.0,78453.19,62769.0,15684.189999999999,12060.318839999993
2022,Internorte,492,201757.06499999997,1426422.4495500005,1074440.9441399986,351981.5054099998,0.0,1386187.4500000011,1034206.0,351981.4499999999,-40234.99955000002
2022,Internorte,497,921487.3220000007,6514915.36654,4880897.187759999,1634018.1787799995,0.0,8727234.170000004,7093216.0,1634018.169999999,2212318.803459999
2022,Internorte,498,28792.192,203560.79743999985,154233.1305299999,49327.66690999999,0.0,378836.62000000005,329509.0,49327.619999999995,175275.82255999997
2022,Internorte,606,1179812.690000001,8341275.718299997,6237712.542280002,2103563.1760199997,0.0,14163986.180000003,12060423.0,2103563.1800000016,5822710.461700002
2022,Internorte,616,70317.29500000006,497143.27565000014,373477.8283700003,123665.44728000005,0.0,902420.4800000004,778755.0,123665.47999999997,405277.20435000013
2022,Internorte,621,398036.19200000004,2814115.8774400023,2110588.1467,703527.7307400004,0.0,3591164.7900000005,2887637.0,703527.7899999998,777048.9125600003
2022,Internorte,622,294271.494,2080499.4625799996,1556827.8950499992,523671.5675299999,0.0,2614003.5700000003,2090332.0,523671.57000000007,533504.1074199998
2022,Internorte,623,397001.3940000003,2806799.8555800025,2105366.204420001,701433.6511599998,0.0,3438618.6500000004,2737185.0,701433.6500000004,631818.7944199996
2022,Internorte,624,1635543.3010000025,11563291.13807,8643639.131610002,2919652.006459999,0.0,12785418.040000005,9865766.0,2919652.039999999,1222126.901929999
2022,Internorte,625,317252.2280000001,2242973.251960003,1683658.3534600004,559314.8985000002,0.0,2771584.99,2212270.0,559314.9899999999,528611.7380399999
2022,Internorte,627,357431.01400000026,2527037.2689800025,1896648.307729999,630388.9612500007,0.0,3202146.910000001,2571758.0,630388.9099999998,675109.6410200001
2022,Internorte,628,308958.3219999999,2184335.3365400005,1634932.5154800003,549402.82106,0.0,2829679.7399999998,2280277.0,549402.7400000003,645344.4034599997
2022,Internorte,629,1863409.2660000043,13174303.510619996,9868709.12343,3305594.38719,0.0,13645788.40999999,10340194.0,3305594.410000001,471484.89937999944
2022,Internorte,630,418826.6230000002,2961104.2246100004,2215842.462849999,745261.7617599993,0.0,2450696.7700000005,1705435.0,745261.7699999998,-510407.4546100002
2022,Internorte,634,712242.169,5035552.134829995,3770564.7993100025,1264987.3355200004,0.0,4028583.3699999996,2763596.0,1264987.37,-1006968.7648299997
2022,Internorte,638,1023396.728,7235414.866959996,5421009.226650001,1814405.6403099992,0.0,8262622.670000004,6448217.0,1814405.67,1027207.8030399993
2022,Internorte,639,2106719.410000001,14894506.2287,11170195.79727,3724310.4314299994,0.0,15795658.48,12071348.0,3724310.4800000004,901152.2512999988
2022,Internorte,650,420589.51899999974,2973567.8993300023,2224320.325859999,749247.57347,0.0,4093350.4200000004,3344103.0,749247.4199999999,1119782.5206699995
2022,Internorte,663,4273.004000000003,30210.13828000002,22508.26860000001,7701.869679999998,0.0,147468.86999999994,139767.0,7701.870000000001,117258.73172000004
2022,Internorte,665,1890369.4160000014,13364911.771120004,10014009.16059,3350902.61053,0.0,15840073.559999993,12489171.0,3350902.559999998,2475161.788880002
2022,Internorte,669,193885.06800000038,1370767.430759998,1039260.626520001,331506.8042400005,0.0,1473755.7100000011,1142249.0,331506.7099999997,102988.27923999984
2022,Internorte,679,181565.2420000001,1283666.2609399986,962959.4933399992,320706.76760000025,0.0,1602834.7899999993,1282128.0,320706.79000000004,319168.5290599999
2022,Internorte,680,26832.48900000007,189705.69722999985,143966.8512900001,45738.84593999997,0.0,156422.92999999988,110684.0,45738.929999999986,-33282.767230000056
2022,Internorte,685,508920.03000000026,3598064.612100001,2689665.9472400006,908398.6648599993,0.0,4667879.680000002,3759481.0,908398.6800000002,1069815.0679000001
2022,Internorte,688,116548.13000000002,823995.2790999999,621470.6144700003,202524.66462999998,0.0,825220.7300000003,622696.0,202524.73000000007,1225.4508999999707
2022,Internorte,696,846217.2120000017,5982755.688840005,4482566.706199997,1500188.9826400005,0.0,4999144.090000001,3498955.0,1500189.0900000003,-983611.5988400001
2022,Internorte,711,471068.6150000005,3330455.108050002,2500817.8901600013,829637.2178900002,0.0,3545276.179999999,2715639.0,829637.1800000002,214821.07194999995
2022,Internorte,721,547008.9109999998,3867353.000770002,2895909.8443600014,971443.1564099998,0.0,5681655.139999997,4710212.0,971443.1400000004,1814302.1392299999
2022,Internorte,778,172233.01700000017,1217687.4301900002,909701.0792599989,307986.3509300002,0.0,1115026.3999999992,807040.0,307986.40000000026,-102661.0301899998
2022,Internorte,779,465156.2000000003,3288654.3340000007,2490007.607659999,798646.7263399999,0.0,4115721.7499999995,3317075.0,798646.7499999998,827067.4160000007
2022,Internorte,793,290347.92700000014,2052759.8438900013,1545733.2567300003,507026.58716,0.0,2417623.599999999,1910597.0,507026.6000000001,364863.7561100001
2022,Internorte,795,555.501,3927.39207,2744.17494,1183.21713,0.0,3081.2200000000003,1898.0,1183.22,-846.1720699999996
2022,Internorte,901,48737.268,344572.4847599999,264395.82437999983,80176.66038,0.0,180092.71,99916.0,80176.71,-164479.77476000006
2022,Internorte,905,916577.1710000006,6480200.598969997,4852043.840580005,1628156.7583899992,0.0,6340927.739999998,4712771.0,1628156.7400000007,-139272.85897000026
2022,Internorte,906,405589.4490000003,2867517.4044300006,2152888.1842500004,714629.2201800005,0.0,2873503.230000003,2158874.0,714629.2300000007,5985.825569999837
2022,Internorte,908,1104581.0069999998,7809387.719490004,5839823.702550005,1969564.0169399993,0.0,11532955.020000007,9563391.0,1969564.0200000007,3723567.3005099995
2022,Internorte,910,345365.8110000004,2441736.2837700006,1827905.4543400004,613830.8294300003,0.0,1309273.8200000005,695443.0,613830.8200000001,-1132462.4637700003
2022,Internorte,913,99474.08800000006,703281.8021599997,529085.3722400004,174196.42992000002,0.0,832064.500000001,657868.0,174196.50000000003,128782.69783999992
2022,Internorte,915,10051.293,71062.64151,54223.272050000014,16839.36945999999,0.0,50275.350000000035,33436.0,16839.349999999988,-20787.291510000017
2022,Internorte,917,1266562.137000001,8954594.30859,6696382.566810004,2258211.7417800003,0.0,12749930.79,10491719.0,2258211.7899999996,3795336.481409999
2022,Internorte,919,294734.3560000001,2083771.8969199995,1565883.3451099994,517888.55181,0.0,2340842.619999999,1822954.0,517888.62000000005,257070.72307999985
2022,Internorte,920,598701.402,4232818.912139998,3173566.6644800017,1059252.2476599996,0.0,5338565.240000002,4279313.0,1059252.2400000002,1105746.3278600003
2022,Internorte,922,6508.447,46014.720290000005,32952.05742,13062.66287,0.0,35995.67,22933.0,13062.669999999998,-10019.050290000003
2022,Internorte,925,20128.679000000004,142309.76052999997,102251.34160999997,40058.41891999998,0.0,170471.43,130413.0,40058.43000000001,28161.669469999993
2022,Internorte,928,92048.91700000012,650785.8431900004,499521.9935900003,151263.8495999999,0.0,443779.8799999996,292516.0,151263.87999999986,-207005.96318999998
2022,Internorte,945,63333.60200000002,447768.5661399999,332645.78201000026,115122.78412999996,0.0,337372.80999999976,222250.0,115122.80999999998,-110395.75614000001
2022,Internorte,946,412.368,2915.4417599999997,2164.9443200000005,750.49744,0.0,1251.5,501.0,750.5,-1663.94176
2022,Internorte,950,215765.01300000024,1525458.6419100014,1146638.4855099998,378820.15639999975,0.0,1683769.0899999994,1304949.0,378820.09000000014,158310.44809
2022,Internorte,951,75441.63299999997,533372.34531,404519.5648500001,128852.78046000002,0.0,423716.91,294864.0,128852.90999999996,-109655.43530999996
2022,Internorte,LECD36,533056.7109999999,3768710.9467700054,2824583.546350001,944127.4004200001,0.0,944127.4199999999,,944127.4199999999,-2824583.526770002
2022,Internorte,SP265,381744.3030000005,2698932.222209999,2046513.7296000004,652418.4926100001,0.0,652418.4700000003,,652418.4700000003,-2046513.7522100005
2022,Internorte,SP404,6134.209000000003,43368.85763000002,32682.95675000001,10685.90088,0.0,10685.88,,10685.88,-32682.977630000005
2022,Internorte,SP485,5071.831999999997,35857.85224000002,27277.12040000001,8580.73184,0.0,8580.69,,8580.69,-27277.162240000005
2022,Internorte,SPA483,31855.839000000033,225220.78172999976,170592.79698000004,54627.98475000006,0.0,54627.91999999998,,54627.91999999998,-170592.86172999986
2022,Internorte,SPB483,24918.48799999998,176173.71015999993,133183.74974000006,42989.96041999996,0.0,42990.03000000003,,42990.03000000003,-133183.68016
2022,Internorte,SR335,9860.119000000006,69711.04133000001,53419.78697,16291.25436,0.0,16291.36,,16291.36,-53419.68133000002
2022,Internorte,SV232,25569.981,180779.76567,134753.79987,46025.9658,0.0,46025.969999999994,,46025.969999999994,-134753.79567000002
2022,Internorte,SV384,58657.38300000002,414707.69780999975,316739.58328999986,97968.11451999993,0.0,97968.15000000005,,97968.15000000005,-316739.5478099999
2022,Internorte,SV483,159167.30000000005,1125312.8109999993,856472.6931500005,268840.1178500001,0.0,268840.1399999999,,268840.1399999999,-856472.6710000001
2022,Internorte,SV606,154802.7080000002,1094455.1455599999,833848.2514400008,260606.89411999978,0.0,260606.8800000002,,260606.8800000002,-833848.26556
2022,Internorte,SV669,12618.961,89216.05427000004,67710.10786000003,21505.94641,0.0,21505.849999999995,,21505.849999999995,-67710.20427
2022,Internorte,SV779,96579.72900000027,682818.6840299997,516647.07365000015,166171.61037999997,0.0,166171.59999999992,,166171.59999999992,-516647.08402999974
2022,Internorte,SV908,39121.416999999936,276588.41819000005,208859.4422300001,67728.97595999998,0.0,67729.03000000003,,67729.03000000003,-208859.38819000014
2022,Internorte,SV917,391507.9360000005,2767961.107520005,2073212.3332599998,694748.77426,0.0,694748.8500000003,,694748.8500000003,-2073212.25752
2022,Internorte,SV922,2042.763999999997,14442.341480000001,10901.41282000002,3540.9286599999978,0.0,3541.130000000002,,3541.130000000002,-10901.211479999996
2022,Internorte,SVA665,246359.58500000002,1741762.2659500008,1316923.664470001,424838.60148000007,0.0,424838.6600000001,,424838.6600000001,-1316923.6059500007
2022,Internorte,SVB665,143307.89600000004,1013186.8247199996,769529.3960300003,243657.42869000003,0.0,404799.44999999966,161142.0,243657.4500000001,-608387.3747199998
2022,Intersul,006,2572.2639999999997,18185.90648,13599.13058,4586.7759,0.0,84052.79000000002,79466.0,4586.79,65866.88352
2022,Intersul,007,237372.59300000023,1678224.2325099998,1260800.6852699998,417423.54724000004,0.0,2802199.610000002,2384776.0,417423.60999999975,1123975.3774899994
2022,Intersul,010,33405.844999999994,236179.32414999997,179371.63358000005,56807.690569999926,0.0,636551.7999999995,579744.0,56807.79999999995,400372.47585
2022,Intersul,014,45457.864,321387.09848000045,243139.13997999983,78247.9585,0.0,714034.9099999998,635787.0,78247.91,392647.8115200001
2022,Intersul,100,1437232.1980000008,10161231.63986,7619542.841059999,2541688.798799998,0.0,13160416.860000003,10618728.0,2541688.86,2999185.220140002
2022,Intersul,104,199438.5200000001,1410030.3364000006,1056764.76845,353265.56794999994,0.0,1175193.5800000005,821928.0,353265.58000000013,-234836.7564000002
2022,Intersul,105,880.061,6222.03127,4602.71903,1619.3122400000002,0.0,11068.31,9449.0,1619.31,4846.278729999999
2022,Intersul,107,528563.7180000002,3736945.4862599988,2798156.601110003,938788.8851500003,0.0,5516830.920000002,4578042.0,938788.9199999995,1779885.4337399984
2022,Intersul,108,724256.0670000004,5120490.393689995,3839237.244629999,1281253.1490599995,0.0,7247889.159999998,5966636.0,1281253.1599999992,2127398.76631
2022,Intersul,110,510414.5480000001,3608630.854360003,2718793.66378,889837.19058,0.0,3997999.1599999997,3108162.0,889837.1600000001,389368.30563999986
2022,Intersul,112,576557.1740000006,4076259.2201799983,3069705.3135399986,1006553.9066400011,0.0,5130477.899999997,4123924.0,1006553.9,1054218.67982
2022,Intersul,117,348996.2720000001,2467403.6430399995,1846982.0767100002,620421.5663300002,0.0,6655082.569999998,6034661.0,620421.5699999997,4187678.9269600003
2022,Intersul,133,189867.58800000016,1342363.8471599985,1003677.4273800006,338686.41978,0.0,3337087.490000001,2998401.0,338686.49000000005,1994723.6428399975
2022,Intersul,181,18578.108000000055,131347.2235599997,98193.83772,33153.38584000002,0.0,154835.0600000001,121682.0,33153.059999999976,23487.83643999999
2022,Intersul,201,64724.381999999976,457601.3807400001,344708.13414000045,112893.24660000003,0.0,1493814.3699999999,1380921.0,112893.37000000002,1036212.9892600008
2022,Intersul,202,343936.9270000007,2431634.07389,1820926.7176199988,610707.35627,0.0,4378791.370000001,3768084.0,610707.37,1947157.2961099993
2022,Intersul,209,172162.81700000007,1217191.1161900004,912301.9639300001,304889.1522600002,0.0,1179083.1699999995,874194.0,304889.16999999975,-38107.94619000005
2022,Intersul,210,54734.576,386973.45232000016,289836.67732000013,97136.77499999995,0.0,445955.78000000014,348819.0,97136.77999999997,58982.32767999999
2022,Intersul,217,244092.14800000025,1725731.4863600018,1294597.8187400005,431133.6676199998,0.0,2520817.7300000014,2089684.0,431133.7299999999,795086.2436400003
2022,Intersul,220,566231.2100000008,4003254.654699995,2999202.5547199994,1004052.0999799996,0.0,6326201.099999999,5322149.0,1004052.0999999988,2322946.4452999993
2022,Intersul,229,37899.46899999997,267949.24582999997,203695.6569200002,64253.58890999997,0.0,575870.6300000001,511617.0,64253.63,307921.38417000003
2022,Intersul,275,28636.216000000015,202458.04712,153919.44369999997,48538.60342000001,0.0,213348.65000000014,164810.0,48538.650000000016,10890.602879999999
2022,Intersul,409,642683.5540000004,4543772.726780004,3405454.117689998,1138318.6090899997,0.0,7170866.640000003,6032548.0,1138318.6399999994,2627093.9132199995
2022,Intersul,410,796155.5739999991,5628819.908180001,4233928.795460001,1394891.1127199996,0.0,1394891.26,,1394891.26,-4233928.648180002
2022,Intersul,415,1446480.6820000024,10226618.421739997,7651499.803000001,2575118.618740001,0.0,9910521.669999996,7335403.0,2575118.6699999995,-316096.75174000056
2022,Intersul,416,71991.55000000003,508980.25850000005,379097.4855699999,129882.7729300001,0.0,874235.75,744353.0,129882.74999999999,365255.4914999998
2022,Intersul,422,811237.3960000006,5735448.38972,4296598.302680003,1438850.08704,0.0,8721284.07,7282434.0,1438850.0699999998,2985835.6802799986
2022,Intersul,426,1094273.246000001,7736511.849220002,5784081.595840004,1952430.2533799994,0.0,10927527.260000002,8975097.0,1952430.2600000012,3191015.41078
2022,Intersul,432,151139.51300000004,1068556.35691,798857.9703299999,269698.3865799999,0.0,1065952.3899999997,796254.0,269698.39,-2603.9669100000283
2022,Intersul,433,481490.0010000002,3404134.3070699996,2559820.7247199994,844313.5823500003,0.0,4091279.590000003,3246966.0,844313.5900000002,687145.28293
2022,Intersul,435,94403.50099999999,667432.7520700002,510267.5532899999,157165.19878000004,0.0,563008.2299999997,405843.0,157165.23000000004,-104424.52206999999
2022,Intersul,439,3570.2589999999987,25241.731129999996,19348.166080000003,5893.565050000002,0.0,14613.510000000004,8720.0,5893.510000000002,-10628.221130000004
2022,Intersul,440,3306.519999999998,23377.09640000001,17509.94956000001,5867.146839999996,0.0,67064.12,61197.0,5867.120000000004,43687.02360000005
2022,Intersul,443,983.094,6950.474580000002,4856.48436,2093.9902199999997,0.0,8435.979999999998,6342.0,2093.9799999999996,1485.5054199999981
2022,Intersul,444,4408.551000000002,31168.45557000006,23328.649160000015,7839.8064099999965,0.0,182304.6099999998,174465.0,7839.609999999996,151136.15442999997
2022,Intersul,448,74351.80700000006,525667.2754900001,394158.98903000075,131508.28646,0.0,523248.42999999947,391740.0,131508.42999999996,-2418.8454900000606
2022,Intersul,460,1070168.0280000006,7566087.957960003,5665385.5184400035,1900702.4395199993,0.0,9460971.389999999,7560269.0,1900702.3899999992,1894883.4320400003
2022,Intersul,461,438225.2340000003,3098252.404380002,2320042.0850400007,778210.3193400003,0.0,4075785.229999997,3297575.0,778210.23,977532.82562
2022,Intersul,462,1562.8500000000026,11049.349499999986,8285.40882,2763.9406800000042,0.0,786303.8999999991,783540.0,2763.8999999999974,775254.5504999994
2022,Intersul,463,598654.7360000004,4232488.98352,3167852.1572,1064636.8263200005,0.0,5397412.809999997,4332776.0,1064636.81,1164923.8264799996
2022,Intersul,472,379643.6440000007,2684080.563079999,2029562.7261199995,654517.8369600001,0.0,3055556.8000000026,2401039.0,654517.7999999996,371476.2369199999
2022,Intersul,473,321902.2990000001,2275849.2539300025,1710381.0165399993,565468.23739,0.0,2878317.2399999998,2312849.0,565468.2399999996,602467.98607
2022,Intersul,474,364168.1680000007,2574668.947760001,1935948.3180199997,638720.6297399999,0.0,3817863.660000001,3179143.0,638720.6599999998,1243194.71224
2022,Intersul,476,386875.68200000044,2735211.0717399986,2048419.7741800006,686791.2975599999,0.0,2940078.33,2253287.0,686791.33,204867.25825999977
2022,Intersul,507,129260.18699999996,913869.5220899989,685308.21007,228561.31202000007,0.0,1657993.269999999,1429432.0,228561.26999999996,744123.7479099998
2022,Intersul,513,10147.703,71744.26021,53681.348869999994,18062.91134,0.0,140482.91,122420.0,18062.910000000003,68738.64978999998
2022,Intersul,538,126928.74300000012,897386.2130099993,674317.43007,223068.78293999998,0.0,1015169.9099999996,792101.0,223068.91000000006,117783.69699000004
2022,Intersul,539,40924.30700000001,289334.85049,221284.61756999997,68050.23292,0.0,457865.22000000003,389815.0,68050.22,168530.36951
2022,Intersul,548,653034.5930000003,4616954.572509998,3474380.5528699993,1142574.0196399998,0.0,4832958.0,3690384.0,1142574.0000000002,216003.42748999986
2022,Intersul,552,417105.3950000011,2948935.142649998,2203902.0842799996,745033.0583700006,0.0,2556248.109999999,1811215.0,745033.1100000002,-392687.0326500002
2022,Intersul,553,1306202.995,9234855.174650004,6912515.256099995,2322339.91855,0.0,10328456.929999998,8006117.0,2322339.929999999,1093601.7553499998
2022,Intersul,554,1285914.8000000014,9091417.635999996,6821603.526970003,2269814.109030001,0.0,9245814.079999996,6976000.0,2269814.0799999996,154396.44399999978
2022,Intersul,558,43369.805,306624.5213499998,230653.06102999984,75971.46031999998,0.0,313501.55000000016,237530.0,75971.54999999997,6877.028649999998
2022,Intersul,583,163271.01600000032,1154326.0831200005,868898.9608200006,285427.12229999976,0.0,1658231.9999999988,1372805.0,285427.0000000001,503905.91687999974
2022,Intersul,584,147951.99700000038,1046020.618789997,787216.1396299996,258804.47915999996,0.0,1269807.4899999998,1011003.0,258804.48999999996,223786.87121000007
2022,Intersul,603,24260.16199999999,171519.34533999953,129095.89516999999,42423.45017000008,0.0,324566.25999999983,282143.0,42423.25999999995,153046.91465999998
2022,Intersul,608,229141.6690000002,1620031.5998300002,1214720.5288999993,405311.07093000016,0.0,3391053.149999999,2985742.0,405311.1500000002,1771021.5501700009
2022,Intersul,626,17665.106999999978,124892.30648999984,93409.11310000003,31483.193390000033,0.0,31483.239999999987,,31483.239999999987,-93409.06648999992
2022,Intersul,LECD37,8589.360999999974,60726.78226999989,45892.344110000005,14834.438159999998,0.0,100860.59999999995,86026.0,14834.599999999986,40133.81773000001
2022,Intersul,LECD49,104059.99999999991,735704.1999999991,558537.8256800001,177166.3743200001,0.0,452450.5599999999,275284.0,177166.56000000003,-283253.64000000013
2022,Intersul,LECD50,8182.145000000001,57847.76515000008,44343.73949999999,13504.025650000005,0.0,13504.070000000018,,13504.070000000018,-44343.69515
2022,Intersul,LECD53,1363.406,9639.28042,7253.31992,2385.9605,0.0,2385.9500000000003,,2385.9500000000003,-7253.33042
2022,Intersul,LECD54,9029.618000000004,63839.39926000001,48064.69772000003,15774.701539999998,0.0,15774.719999999996,,15774.719999999996,-48064.67926000002
2022,Intersul,LECD55,8994.367999999999,63590.18175999999,47759.80672000001,15830.375039999997,0.0,15830.39,,15830.39,-47759.79176
2022,Intersul,SN209,21369.82400000002,151084.6556799999,114567.59499000009,36517.060690000064,0.0,36517.02999999999,,36517.02999999999,-114567.62568000001
2022,Intersul,SN474,23533.966999999946,166385.14668999982,126103.26436999996,40281.88232000001,0.0,40281.92000000004,,40281.92000000004,-126103.22669
2022,Intersul,SP513,40952.513000000006,289534.26691,217624.1841400001,71910.08276999998,0.0,71910.07999999996,,71910.07999999996,-217624.18691000008
2022,Intersul,SP553,13680.311000000002,96719.79877000008,72140.77494000003,24579.02383000001,0.0,24578.91,,24578.91,-72140.88876999993
2022,Intersul,SPA554,301.015,2128.17605,1487.0141,641.1619499999999,0.0,641.16,,641.16,-1487.0160500000002
2022,Intersul,SV474,185368.20700000043,1310553.2234899998,987149.2581100003,323403.9653800003,0.0,323403.9700000001,,323403.9700000001,-987149.2534900004
2022,Santa Cruz,300,508175.3930000008,3592800.0285100024,2692159.0506099984,900640.9778999995,0.0,3824772.9499999993,2924132.0,900640.9499999997,231972.92148999992
2022,Santa Cruz,369,567575.7340000004,4012760.4393800027,3004910.14378,1007850.2955999991,0.0,3029727.3100000015,2021877.0,1007850.3099999999,-983033.12938
2022,Santa Cruz,379,73801.17500000003,521774.3072499997,392644.7275500001,129129.5797,0.0,518644.66000000044,389515.0,129129.6600000001,-3129.647250000033
2022,Santa Cruz,383,1220020.0030000012,8625541.421210006,6492056.427169997,2133484.9940400026,0.0,9692997.999999994,7559513.0,2133485.0000000023,1067456.5787900002
2022,Santa Cruz,388,82999.39400000019,586805.7155800003,445475.8339399998,141329.8816400002,0.0,443408.81000000087,302079.0,141329.80999999982,-143396.90557999996
2022,Santa Cruz,389,26559.32100000001,187774.3994700003,141874.65300000008,45899.74646999999,0.0,169657.6200000001,123758.0,45899.61999999997,-18116.779470000016
2022,Santa Cruz,393,597690.9640000006,4225675.115479999,3177188.1135400003,1048487.0019399995,0.0,4050325.1100000003,3001838.0,1048487.1099999999,-175350.00548000023
2022,Santa Cruz,395,14079.162000000011,99539.67533999997,75054.6700600001,24485.005279999987,0.0,101606.96000000006,77122.0,24484.960000000025,2067.2846599999903
